35,3,0,5,13,0,17,
27,8,0,4,14,6,3,
23,6,0,10,9,4,0,
25,4,0,2,23,0,0,
27,4,0,2,25,0,0,
33,7,0,6,4,15,8,
32,8,1,6,12,13,0,
32,3,0,7,24,0,1,
28,4,0,6,22,0,0,
28,4,0,14,5,9,0,
47,6,16,22,2,6,1,
25,7,0,11,14,0,0,
32,3,0,26,6,0,0,
12,5,0,6,1,5,0,
32,6,0,14,6,12,0,
29,2,0,3,26,0,0,
31,4,0,4,27,0,0,
34,1,0,34,0,0,0,
30,5,0,7,23,0,0,
29,3,0,7,22,0,0,
31,2,0,8,23,0,0,
29,2,0,2,27,0,0,
